statecode,countyname,reported_propertytype,bldg_count
TX,Cherokee County,Office,51
TX,Cherokee County,Retail,183
TX,Cherokee County,Specialty,19
TX,Cherokee County,Sports & Entertainment,2
TX,Childress County,Flex,1
TX,Childress County,Health Care,1
TX,Childress County,Hospitality,3
TX,Childress County,Industrial,3
TX,Childress County,Multi-Family,4
TX,Childress County,Office,10
TX,Childress County,Retail,28
TX,Childress County,Specialty,3
TX,Clay County,Hospitality,1
TX,Clay County,Industrial,10
TX,Clay County,Multi-Family,2
TX,Clay County,Office,2
TX,Clay County,Retail,33
TX,Clay County,Specialty,5
TX,Cochran County,Industrial,2
TX,Cochran County,Office,2
TX,Cochran County,Retail,2
TX,Cochran County,Specialty,3
TX,Coke County,Industrial,2
TX,Coke County,Multi-Family,1
TX,Coke County,Retail,4
TX,Coke County,Specialty,5
TX,Coleman County,Flex,2
TX,Coleman County,Hospitality,4
TX,Coleman County,Industrial,8
TX,Coleman County,Multi-Family,3
TX,Coleman County,Office,9
TX,Coleman County,Retail,47
TX,Coleman County,Specialty,9
TX,Coleman County,Sports & Entertainment,1
TX,Collin County,Flex,388
TX,Collin County,Health Care,107
TX,Collin County,Hospitality,127
TX,Collin County,Industrial,668
TX,Collin County,Multi-Family,499
TX,Collin County,Office,2046
TX,Collin County,Retail,3626
TX,Collin County,Specialty,410
TX,Collin County,Sports & Entertainment,34
TX,Collingsworth County,Health Care,1
TX,Collingsworth County,Office,2
TX,Collingsworth County,Retail,7
TX,Collingsworth County,Specialty,1
TX,Colorado County,Flex,1
TX,Colorado County,Health Care,3
TX,Colorado County,Hospitality,8
TX,Colorado County,Industrial,26
TX,Colorado County,Multi-Family,11
TX,Colorado County,Office,27
TX,Colorado County,Retail,119
TX,Colorado County,Specialty,10
TX,Colorado County,Sports & Entertainment,1
TX,Comal County,Flex,43
TX,Comal County,Health Care,25
TX,Comal County,Hospitality,57
TX,Comal County,Industrial,353
TX,Comal County,Multi-Family,130
TX,Comal County,Office,405
TX,Comal County,Retail,966
TX,Comal County,Specialty,116
TX,Comal County,Sports & Entertainment,8
TX,Comanche County,Flex,2
TX,Comanche County,Health Care,1
TX,Comanche County,Hospitality,3
TX,Comanche County,Industrial,4
TX,Comanche County,Multi-Family,4
TX,Comanche County,Office,21
TX,Comanche County,Retail,69
TX,Comanche County,Specialty,9
TX,Comanche County,Sports & Entertainment,1
TX,Concho County,Hospitality,1
TX,Concho County,Industrial,2
TX,Concho County,Multi-Family,2
TX,Concho County,Retail,18
TX,Concho County,Specialty,7
TX,Cooke County,Flex,7
TX,Cooke County,Health Care,4
TX,Cooke County,Hospitality,6
TX,Cooke County,Industrial,56
TX,Cooke County,Multi-Family,11
TX,Cooke County,Office,43
TX,Cooke County,Retail,178
TX,Cooke County,Specialty,18
TX,Cooke County,Sports & Entertainment,3
TX,Coryell County,Flex,2
TX,Coryell County,Health Care,4
TX,Coryell County,Hospitality,14
TX,Coryell County,Industrial,24
TX,Coryell County,Multi-Family,62
TX,Coryell County,Office,50
TX,Coryell County,Retail,307
TX,Coryell County,Specialty,34
TX,Cottle County,Retail,5
TX,Cottle County,Specialty,1
TX,Crane County,Flex,3
TX,Crane County,Health Care,1
TX,Crane County,Industrial,1
TX,Crane County,Office,3
TX,Crane County,Retail,9
TX,Crane County,Specialty,1
TX,Crockett County,Flex,1
TX,Crockett County,Hospitality,2
TX,Crockett County,Industrial,3
TX,Crockett County,Multi-Family,1
TX,Crockett County,Office,1
TX,Crockett County,Retail,10
TX,Crockett County,Specialty,2
TX,Crosby County,Flex,1
TX,Crosby County,Health Care,4
TX,Crosby County,Hospitality,2
TX,Crosby County,Industrial,195
TX,Crosby County,Multi-Family,18
TX,Crosby County,Office,42
TX,Crosby County,Retail,179
TX,Crosby County,Specialty,11
TX,Crosby County,Sports & Entertainment,1
TX,Culberson County,Hospitality,9
TX,Culberson County,Industrial,1
TX,Culberson County,Office,2
TX,Culberson County,Retail,10
TX,Culberson County,Specialty,1
TX,Culberson County,Sports & Entertainment,1
TX,Dallam County,Hospitality,4
TX,Dallam County,Multi-Family,2
TX,Dallam County,Office,7
TX,Dallam County,Retail,24
TX,Dallam County,Specialty,4
TX,Dallas County,Flex,4313
TX,Dallas County,Health Care,204
TX,Dallas County,Hospitality,451
TX,Dallas County,Industrial,7078
TX,Dallas County,Multi-Family,3263
TX,Dallas County,Office,4525
TX,Dallas County,Retail,11981
TX,Dallas County,Specialty,1532
TX,Dallas County,Sports & Entertainment,48
TX,Dawson County,Health Care,2
TX,Dawson County,Industrial,6
TX,Dawson County,Multi-Family,2
TX,Dawson County,Office,7
TX,Dawson County,Retail,34
TX,Dawson County,Specialty,3
TX,DeWitt County,Flex,1
TX,DeWitt County,Health Care,3
TX,DeWitt County,Hospitality,8
TX,DeWitt County,Industrial,30
TX,DeWitt County,Multi-Family,10
TX,DeWitt County,Office,29
TX,DeWitt County,Retail,100
TX,DeWitt County,Specialty,9
TX,Deaf Smith County,Flex,2
TX,Deaf Smith County,Health Care,1
TX,Deaf Smith County,Hospitality,3
TX,Deaf Smith County,Industrial,29
TX,Deaf Smith County,Multi-Family,7
TX,Deaf Smith County,Office,14
TX,Deaf Smith County,Retail,74
TX,Deaf Smith County,Specialty,6
TX,Delta County,Health Care,1
TX,Delta County,Industrial,5
TX,Delta County,Multi-Family,3
TX,Delta County,Office,3
TX,Delta County,Retail,24
TX,Delta County,Specialty,8
TX,Denton County,Flex,280
TX,Denton County,Health Care,65
TX,Denton County,Hospitality,77
TX,Denton County,Industrial,947
TX,Denton County,Multi-Family,696
TX,Denton County,Office,1272
TX,Denton County,Retail,2703
TX,Denton County,Specialty,293
TX,Denton County,Sports & Entertainment,25
TX,Dickens County,Hospitality,1
TX,Dickens County,Office,1
TX,Dickens County,Retail,5
TX,Dickens County,Specialty,2
TX,Dimmit County,Health Care,1
TX,Dimmit County,Hospitality,8
TX,Dimmit County,Industrial,24
TX,Dimmit County,Multi-Family,11
TX,Dimmit County,Office,7
TX,Dimmit County,Retail,31
TX,Dimmit County,Specialty,7
TX,Donley County,Health Care,1
TX,Donley County,Hospitality,1
TX,Donley County,Industrial,1
TX,Donley County,Multi-Family,5
TX,Donley County,Office,1
TX,Donley County,Retail,11
TX,Donley County,Specialty,2
TX,Duval County,Health Care,1
TX,Duval County,Hospitality,3
TX,Duval County,Industrial,2
TX,Duval County,Multi-Family,3
TX,Duval County,Retail,15
TX,Duval County,Specialty,4
TX,Eastland County,Flex,2
TX,Eastland County,Health Care,2
TX,Eastland County,Hospitality,4
TX,Eastland County,Industrial,25
TX,Eastland County,Multi-Family,13
TX,Eastland County,Office,30
TX,Eastland County,Retail,123
TX,Eastland County,Specialty,15
TX,Eastland County,Sports & Entertainment,3
TX,Ector County,Flex,19
TX,Ector County,Health Care,11
TX,Ector County,Hospitality,20
TX,Ector County,Industrial,464
TX,Ector County,Multi-Family,112
TX,Ector County,Office,193
TX,Ector County,Retail,535
TX,Ector County,Specialty,75
TX,Ector County,Sports & Entertainment,5
TX,Edwards County,Hospitality,1
TX,Edwards County,Industrial,1
TX,Edwards County,Retail,2
TX,Edwards County,Specialty,1
TX,El Paso County,Flex,365
TX,El Paso County,Health Care,61
TX,El Paso County,Hospitality,105
TX,El Paso County,Industrial,1798
TX,El Paso County,Multi-Family,1417
TX,El Paso County,Office,2535
TX,El Paso County,Retail,5308
TX,El Paso County,Specialty,546
TX,El Paso County,Sports & Entertainment,42
TX,Ellis County,Flex,78
TX,Ellis County,Health Care,20
TX,Ellis County,Hospitality,27
TX,Ellis County,Industrial,535
TX,Ellis County,Multi-Family,124
TX,Ellis County,Office,281
TX,Ellis County,Retail,1159
TX,Ellis County,Specialty,168
TX,Ellis County,Sports & Entertainment,7
TX,Erath County,Flex,5
TX,Erath County,Health Care,8
TX,Erath County,Hospitality,10
TX,Erath County,Industrial,40
TX,Erath County,Multi-Family,42
TX,Erath County,Office,57
TX,Erath County,Retail,172
TX,Erath County,Specialty,11
TX,Erath County,Sports & Entertainment,3
TX,Falls County,Flex,2
TX,Falls County,Health Care,1
TX,Falls County,Hospitality,2
TX,Falls County,Industrial,6
TX,Falls County,Multi-Family,4
TX,Falls County,Office,10
TX,Falls County,Retail,58
TX,Falls County,Specialty,11
TX,Fannin County,Flex,5
TX,Fannin County,Health Care,6
TX,Fannin County,Hospitality,3
TX,Fannin County,Industrial,36
TX,Fannin County,Multi-Family,13
TX,Fannin County,Office,34
TX,Fannin County,Retail,174
TX,Fannin County,Specialty,29
TX,Fannin County,Sports & Entertainment,2
TX,Fayette County,Flex,6
TX,Fayette County,Health Care,4
TX,Fayette County,Hospitality,17
TX,Fayette County,Industrial,35
TX,Fayette County,Multi-Family,11
TX,Fayette County,Office,33
TX,Fayette County,Retail,133
TX,Fayette County,Specialty,20
TX,Fayette County,Sports & Entertainment,2
TX,Fisher County,Flex,1
TX,Fisher County,Health Care,1
TX,Fisher County,Industrial,2
TX,Fisher County,Retail,11
TX,Fisher County,Specialty,4
TX,Floyd County,Health Care,1
TX,Floyd County,Hospitality,1
TX,Floyd County,Industrial,7
TX,Floyd County,Office,4
TX,Floyd County,Retail,24
TX,Floyd County,Specialty,2
TX,Foard County,Hospitality,1
TX,Foard County,Retail,1
TX,Foard County,Specialty,1
TX,Foard County,Sports & Entertainment,1
TX,Fort Bend County,Flex,178
TX,Fort Bend County,Health Care,46
TX,Fort Bend County,Hospitality,51
TX,Fort Bend County,Industrial,834
TX,Fort Bend County,Multi-Family,168
TX,Fort Bend County,Office,755
TX,Fort Bend County,Retail,2220
TX,Fort Bend County,Specialty,198
TX,Fort Bend County,Sports & Entertainment,16
TX,Franklin County,Flex,1
TX,Franklin County,Health Care,2
TX,Franklin County,Hospitality,3
TX,Franklin County,Industrial,4
TX,Franklin County,Multi-Family,7
TX,Franklin County,Office,10
TX,Franklin County,Retail,39
TX,Franklin County,Specialty,2
TX,Freestone County,Flex,3
TX,Freestone County,Health Care,3
TX,Freestone County,Hospitality,3
TX,Freestone County,Industrial,22
TX,Freestone County,Multi-Family,4
TX,Freestone County,Office,15
TX,Freestone County,Retail,53
TX,Freestone County,Specialty,11
TX,Frio County,Flex,1
TX,Frio County,Health Care,2
TX,Frio County,Hospitality,16
TX,Frio County,Industrial,41
TX,Frio County,Multi-Family,16
TX,Frio County,Office,11
TX,Frio County,Retail,48
TX,Frio County,Specialty,7
TX,Frio County,Sports & Entertainment,1
TX,Gaines County,Flex,2
TX,Gaines County,Hospitality,2
TX,Gaines County,Industrial,26
TX,Gaines County,Multi-Family,5
TX,Gaines County,Office,11
TX,Gaines County,Retail,47
TX,Gaines County,Specialty,5
TX,Gaines County,Sports & Entertainment,1
TX,Galveston County,Flex,79
TX,Galveston County,Health Care,24
TX,Galveston County,Hospitality,63
TX,Galveston County,Industrial,448
TX,Galveston County,Multi-Family,321
TX,Galveston County,Office,501
TX,Galveston County,Retail,1571
TX,Galveston County,Specialty,203
TX,Galveston County,Sports & Entertainment,4
TX,Garza County,Hospitality,3
TX,Garza County,Industrial,4
TX,Garza County,Multi-Family,3
TX,Garza County,Office,1
TX,Garza County,Retail,27
TX,Garza County,Sports & Entertainment,1
TX,Gillespie County,Flex,5
TX,Gillespie County,Health Care,3
TX,Gillespie County,Hospitality,60
TX,Gillespie County,Industrial,38
TX,Gillespie County,Multi-Family,13
TX,Gillespie County,Office,58
TX,Gillespie County,Retail,168
TX,Gillespie County,Specialty,27
TX,Gillespie County,Sports & Entertainment,3
TX,Glasscock County,Industrial,1
TX,Glasscock County,Specialty,1
TX,Goliad County,Hospitality,1
TX,Goliad County,Industrial,5
TX,Goliad County,Multi-Family,4
TX,Goliad County,Office,5
TX,Goliad County,Retail,28
TX,Goliad County,Specialty,7
TX,Gonzales County,Health Care,2
TX,Gonzales County,Hospitality,10
TX,Gonzales County,Industrial,29
TX,Gonzales County,Multi-Family,6
TX,Gonzales County,Office,19
TX,Gonzales County,Retail,76
TX,Gonzales County,Specialty,16
TX,Gonzales County,Sports & Entertainment,1
TX,Gray County,Flex,3
TX,Gray County,Health Care,2
TX,Gray County,Hospitality,5
TX,Gray County,Industrial,21
TX,Gray County,Multi-Family,8
TX,Gray County,Office,29
TX,Gray County,Retail,83
TX,Gray County,Specialty,4
TX,Grayson County,Flex,35
TX,Grayson County,Health Care,27
TX,Grayson County,Hospitality,25
TX,Grayson County,Industrial,193
TX,Grayson County,Multi-Family,93
TX,Grayson County,Office,281
TX,Grayson County,Retail,854
TX,Grayson County,Specialty,99
TX,Grayson County,Sports & Entertainment,9
TX,Gregg County,Flex,44
TX,Gregg County,Health Care,21
TX,Gregg County,Hospitality,27
TX,Gregg County,Industrial,292
TX,Gregg County,Multi-Family,106
TX,Gregg County,Office,259
TX,Gregg County,Retail,686
TX,Gregg County,Specialty,84
TX,Gregg County,Sports & Entertainment,1
TX,Grimes County,Flex,3
TX,Grimes County,Health Care,2
TX,Grimes County,Hospitality,7
TX,Grimes County,Industrial,21
TX,Grimes County,Multi-Family,7
TX,Grimes County,Office,23
TX,Grimes County,Retail,80
TX,Grimes County,Specialty,19
TX,Grimes County,Sports & Entertainment,1
TX,Guadalupe County,Flex,31
TX,Guadalupe County,Health Care,17
TX,Guadalupe County,Hospitality,18
TX,Guadalupe County,Industrial,321
TX,Guadalupe County,Multi-Family,66
TX,Guadalupe County,Office,141
TX,Guadalupe County,Retail,631
TX,Guadalupe County,Specialty,79
TX,Guadalupe County,Sports & Entertainment,9
TX,Hale County,Flex,2
TX,Hale County,Health Care,10
TX,Hale County,Hospitality,13
TX,Hale County,Industrial,579
TX,Hale County,Multi-Family,57
TX,Hale County,Office,167
TX,Hale County,Retail,531
TX,Hale County,Specialty,38
TX,Hale County,Sports & Entertainment,5
TX,Hall County,Office,3
TX,Hall County,Retail,11
TX,Hall County,Specialty,2
TX,Hamilton County,Health Care,2
TX,Hamilton County,Hospitality,6
TX,Hamilton County,Industrial,7
TX,Hamilton County,Multi-Family,2
TX,Hamilton County,Office,6
TX,Hamilton County,Retail,72
TX,Hamilton County,Specialty,3
TX,Hansford County,Hospitality,1
TX,Hansford County,Industrial,2
TX,Hansford County,Multi-Family,1
TX,Hansford County,Office,5
TX,Hansford County,Retail,10
TX,Hansford County,Specialty,3
TX,Hardeman County,Hospitality,1
TX,Hardeman County,Retail,15
TX,Hardeman County,Specialty,2
TX,Hardin County,Flex,5
TX,Hardin County,Health Care,6
TX,Hardin County,Hospitality,4
TX,Hardin County,Industrial,41
TX,Hardin County,Multi-Family,26
TX,Hardin County,Office,52
TX,Hardin County,Retail,188
TX,Hardin County,Specialty,22
TX,Hardin County,Sports & Entertainment,1
TX,Harris County,Flex,1755
TX,Harris County,Health Care,341
TX,Harris County,Hospitality,695
TX,Harris County,Industrial,15506
TX,Harris County,Multi-Family,3927
TX,Harris County,Office,7025
TX,Harris County,Retail,19647
TX,Harris County,Specialty,2421
TX,Harris County,Sports & Entertainment,91
TX,Harrison County,Flex,14
TX,Harrison County,Health Care,4
TX,Harrison County,Hospitality,11
TX,Harrison County,Industrial,81
TX,Harrison County,Multi-Family,29
TX,Harrison County,Office,50
TX,Harrison County,Retail,176
TX,Harrison County,Specialty,30
TX,Hartley County,Industrial,1
TX,Hartley County,Multi-Family,1
TX,Hartley County,Retail,3
TX,Hartley County,Specialty,2
TX,Hartley County,Sports & Entertainment,1
TX,Haskell County,Health Care,1
TX,Haskell County,Hospitality,1
TX,Haskell County,Industrial,3
TX,Haskell County,Multi-Family,3
TX,Haskell County,Office,6
TX,Haskell County,Retail,27
TX,Haskell County,Specialty,9
TX,Hays County,Flex,69
TX,Hays County,Health Care,23
TX,Hays County,Hospitality,66
TX,Hays County,Industrial,478
TX,Hays County,Multi-Family,180
TX,Hays County,Office,379
TX,Hays County,Retail,1054
TX,Hays County,Specialty,89
TX,Hays County,Sports & Entertainment,2
TX,Hemphill County,Health Care,1
TX,Hemphill County,Hospitality,4
TX,Hemphill County,Industrial,3
TX,Hemphill County,Multi-Family,2
TX,Hemphill County,Office,1
TX,Hemphill County,Retail,12
TX,Hemphill County,Specialty,1
TX,Henderson County,Flex,28
TX,Henderson County,Health Care,7
TX,Henderson County,Hospitality,8
TX,Henderson County,Industrial,99
TX,Henderson County,Multi-Family,47
TX,Henderson County,Office,87
TX,Henderson County,Retail,450
TX,Henderson County,Specialty,81
TX,Henderson County,Sports & Entertainment,1
TX,Hidalgo County,Flex,64
TX,Hidalgo County,Health Care,56
TX,Hidalgo County,Hospitality,85
TX,Hidalgo County,Industrial,804
TX,Hidalgo County,Multi-Family,706
TX,Hidalgo County,Office,1102
TX,Hidalgo County,Retail,2916
TX,Hidalgo County,Specialty,203
TX,Hidalgo County,Sports & Entertainment,14
TX,Hill County,Flex,6
TX,Hill County,Health Care,5
TX,Hill County,Hospitality,14
TX,Hill County,Industrial,51
TX,Hill County,Multi-Family,14
TX,Hill County,Office,34
TX,Hill County,Retail,225
TX,Hill County,Specialty,24
TX,Hockley County,Health Care,4
TX,Hockley County,Hospitality,1
TX,Hockley County,Industrial,43
TX,Hockley County,Multi-Family,10
TX,Hockley County,Office,38
TX,Hockley County,Retail,113
TX,Hockley County,Specialty,6
TX,Hockley County,Sports & Entertainment,1
TX,Hood County,Flex,22
TX,Hood County,Health Care,10
TX,Hood County,Hospitality,14
TX,Hood County,Industrial,112
TX,Hood County,Multi-Family,37
TX,Hood County,Office,137
TX,Hood County,Retail,315
TX,Hood County,Specialty,45
TX,Hood County,Sports & Entertainment,3
TX,Hopkins County,Flex,9
TX,Hopkins County,Health Care,4
TX,Hopkins County,Hospitality,9
TX,Hopkins County,Industrial,46
TX,Hopkins County,Multi-Family,21
TX,Hopkins County,Office,57
TX,Hopkins County,Retail,213
TX,Hopkins County,Specialty,20
TX,Houston County,Flex,2
TX,Houston County,Hospitality,6
TX,Houston County,Industrial,13
TX,Houston County,Multi-Family,11
TX,Houston County,Office,16
TX,Houston County,Retail,69
TX,Houston County,Specialty,6
TX,Howard County,Flex,1
TX,Howard County,Health Care,3
TX,Howard County,Hospitality,8
TX,Howard County,Industrial,37
TX,Howard County,Multi-Family,28
TX,Howard County,Office,31
TX,Howard County,Retail,118
TX,Howard County,Specialty,40
TX,Howard County,Sports & Entertainment,1
TX,Hudspeth County,Hospitality,3
TX,Hudspeth County,Office,5
TX,Hudspeth County,Retail,8
TX,Hudspeth County,Specialty,2
TX,Hunt County,Flex,30
TX,Hunt County,Health Care,11
TX,Hunt County,Hospitality,10
TX,Hunt County,Industrial,149
TX,Hunt County,Multi-Family,81
TX,Hunt County,Office,140
TX,Hunt County,Retail,524
TX,Hunt County,Specialty,76
TX,Hunt County,Sports & Entertainment,2
TX,Hutchinson County,Flex,1
TX,Hutchinson County,Health Care,1
TX,Hutchinson County,Hospitality,4
TX,Hutchinson County,Industrial,8
TX,Hutchinson County,Multi-Family,15
TX,Hutchinson County,Office,19
TX,Hutchinson County,Retail,72
TX,Hutchinson County,Specialty,7
TX,Hutchinson County,Sports & Entertainment,1
TX,Irion County,Retail,1
TX,Irion County,Specialty,4
TX,Jack County,Health Care,1
TX,Jack County,Hospitality,1
TX,Jack County,Industrial,2
TX,Jack County,Multi-Family,3
TX,Jack County,Office,8
TX,Jack County,Retail,26
TX,Jack County,Specialty,4
TX,Jack County,Sports & Entertainment,1
TX,Jackson County,Flex,1
TX,Jackson County,Health Care,1
TX,Jackson County,Hospitality,2
TX,Jackson County,Industrial,8
TX,Jackson County,Multi-Family,8
TX,Jackson County,Office,9
TX,Jackson County,Retail,38
TX,Jackson County,Specialty,4
TX,Jasper County,Flex,6
TX,Jasper County,Health Care,2
TX,Jasper County,Hospitality,8
TX,Jasper County,Industrial,25
TX,Jasper County,Multi-Family,9
TX,Jasper County,Office,37
TX,Jasper County,Retail,135
TX,Jasper County,Specialty,16
TX,Jasper County,Sports & Entertainment,1
TX,Jeff Davis County,Hospitality,2
TX,Jeff Davis County,Industrial,3
TX,Jeff Davis County,Retail,11
TX,Jeff Davis County,Specialty,1
TX,Jefferson County,Flex,170
TX,Jefferson County,Health Care,39
TX,Jefferson County,Hospitality,58
TX,Jefferson County,Industrial,576
TX,Jefferson County,Multi-Family,261
TX,Jefferson County,Office,759
TX,Jefferson County,Retail,1468
TX,Jefferson County,Specialty,170
TX,Jefferson County,Sports & Entertainment,3
TX,Jim Hogg County,Hospitality,1
TX,Jim Hogg County,Industrial,2
TX,Jim Hogg County,Multi-Family,3
TX,Jim Hogg County,Office,2
TX,Jim Hogg County,Retail,18
TX,Jim Hogg County,Specialty,1
TX,Jim Wells County,Flex,5
TX,Jim Wells County,Health Care,6
TX,Jim Wells County,Hospitality,7
TX,Jim Wells County,Industrial,70
TX,Jim Wells County,Multi-Family,14
TX,Jim Wells County,Office,48
TX,Jim Wells County,Retail,156
TX,Jim Wells County,Specialty,10
TX,Johnson County,Flex,64
TX,Johnson County,Health Care,10
TX,Johnson County,Hospitality,19
TX,Johnson County,Industrial,485
TX,Johnson County,Multi-Family,112
TX,Johnson County,Office,282
TX,Johnson County,Retail,810
TX,Johnson County,Specialty,99
TX,Johnson County,Sports & Entertainment,5
TX,Jones County,Flex,1
TX,Jones County,Health Care,1
TX,Jones County,Industrial,9
TX,Jones County,Multi-Family,1
TX,Jones County,Office,14
TX,Jones County,Retail,41
TX,Jones County,Specialty,6
TX,Karnes County,Flex,2
TX,Karnes County,Health Care,2
TX,Karnes County,Hospitality,14
TX,Karnes County,Industrial,23
TX,Karnes County,Multi-Family,14
TX,Karnes County,Office,11
TX,Karnes County,Retail,73
TX,Karnes County,Specialty,11
TX,Kaufman County,Flex,64
TX,Kaufman County,Health Care,11
TX,Kaufman County,Hospitality,8
TX,Kaufman County,Industrial,371
TX,Kaufman County,Multi-Family,50
TX,Kaufman County,Office,125
TX,Kaufman County,Retail,574
TX,Kaufman County,Specialty,68
TX,Kaufman County,Sports & Entertainment,5
TX,Kendall County,Flex,34
TX,Kendall County,Health Care,6
TX,Kendall County,Hospitality,22
TX,Kendall County,Industrial,82
TX,Kendall County,Multi-Family,29
TX,Kendall County,Office,203
TX,Kendall County,Retail,262
TX,Kendall County,Specialty,38
TX,Kendall County,Sports & Entertainment,4
TX,Kent County,Health Care,1
TX,Kent County,Retail,1
TX,Kent County,Specialty,3
TX,Kerr County,Flex,10
TX,Kerr County,Health Care,12
TX,Kerr County,Hospitality,19
TX,Kerr County,Industrial,59
TX,Kerr County,Multi-Family,40
TX,Kerr County,Office,102
TX,Kerr County,Retail,264
TX,Kerr County,Specialty,28
TX,Kimble County,Hospitality,7
TX,Kimble County,Industrial,3
TX,Kimble County,Multi-Family,3
TX,Kimble County,Office,5
TX,Kimble County,Retail,22
TX,Kimble County,Specialty,3
TX,Kinney County,Industrial,1
TX,Kinney County,Retail,6
TX,Kinney County,Specialty,1
TX,Kleberg County,Flex,1
TX,Kleberg County,Health Care,2
TX,Kleberg County,Hospitality,11
TX,Kleberg County,Industrial,23
TX,Kleberg County,Multi-Family,45
TX,Kleberg County,Office,30
TX,Kleberg County,Retail,175
TX,Kleberg County,Specialty,19
TX,Knox County,Office,3
TX,Knox County,Retail,4
TX,Knox County,Specialty,4
TX,La Salle County,Hospitality,13
TX,La Salle County,Industrial,11
TX,La Salle County,Multi-Family,6
TX,La Salle County,Office,4
TX,La Salle County,Retail,30
TX,La Salle County,Specialty,3
TX,Lamar County,Flex,11
TX,Lamar County,Health Care,11
TX,Lamar County,Hospitality,7
TX,Lamar County,Industrial,50
TX,Lamar County,Multi-Family,39
TX,Lamar County,Office,75
TX,Lamar County,Retail,239
TX,Lamar County,Specialty,80
TX,Lamar County,Sports & Entertainment,2
TX,Lamb County,Flex,2
TX,Lamb County,Hospitality,2
TX,Lamb County,Industrial,17
TX,Lamb County,Multi-Family,5
TX,Lamb County,Office,15
TX,Lamb County,Retail,56
TX,Lamb County,Specialty,6
TX,Lampasas County,Flex,2
TX,Lampasas County,Health Care,3
TX,Lampasas County,Hospitality,5
TX,Lampasas County,Industrial,14
TX,Lampasas County,Multi-Family,10
TX,Lampasas County,Office,20
TX,Lampasas County,Retail,103
TX,Lampasas County,Specialty,10
TX,Lavaca County,Health Care,3
TX,Lavaca County,Hospitality,4
TX,Lavaca County,Industrial,10
TX,Lavaca County,Multi-Family,7
TX,Lavaca County,Office,11
TX,Lavaca County,Retail,54
TX,Lavaca County,Specialty,6
TX,Lee County,Flex,3
TX,Lee County,Health Care,2
TX,Lee County,Hospitality,4
TX,Lee County,Industrial,22
TX,Lee County,Multi-Family,12
TX,Lee County,Office,26
TX,Lee County,Retail,87
TX,Lee County,Specialty,11
TX,Leon County,Flex,1
TX,Leon County,Health Care,1
TX,Leon County,Hospitality,8
TX,Leon County,Industrial,12
TX,Leon County,Multi-Family,6
TX,Leon County,Office,5
TX,Leon County,Retail,61
TX,Leon County,Specialty,13
TX,Liberty County,Flex,8
TX,Liberty County,Health Care,4
TX,Liberty County,Hospitality,8
TX,Liberty County,Industrial,78
TX,Liberty County,Multi-Family,34
TX,Liberty County,Office,74
TX,Liberty County,Retail,290
TX,Liberty County,Specialty,38
TX,Limestone County,Health Care,2
TX,Limestone County,Hospitality,5
TX,Limestone County,Industrial,13
TX,Limestone County,Multi-Family,14
TX,Limestone County,Office,22
TX,Limestone County,Retail,107
TX,Limestone County,Specialty,11
TX,Limestone County,Sports & Entertainment,1
TX,Lipscomb County,Retail,3
TX,Lipscomb County,Specialty,3
TX,Live Oak County,Health Care,1
TX,Live Oak County,Hospitality,11
TX,Live Oak County,Industrial,23
TX,Live Oak County,Multi-Family,9
TX,Live Oak County,Office,5
TX,Live Oak County,Retail,48
TX,Live Oak County,Specialty,10
TX,Llano County,Flex,1
TX,Llano County,Health Care,2
TX,Llano County,Hospitality,12
TX,Llano County,Industrial,24
TX,Llano County,Multi-Family,24
TX,Llano County,Office,29
TX,Llano County,Retail,118
TX,Llano County,Specialty,18
TX,Lubbock County,Flex,36
TX,Lubbock County,Health Care,65
TX,Lubbock County,Hospitality,79
TX,Lubbock County,Industrial,3162
TX,Lubbock County,Multi-Family,576
TX,Lubbock County,Office,1514
TX,Lubbock County,Retail,2718
TX,Lubbock County,Specialty,420
TX,Lubbock County,Sports & Entertainment,50
TX,Lynn County,Hospitality,1
TX,Lynn County,Industrial,4
TX,Lynn County,Office,1
TX,Lynn County,Retail,8
TX,Lynn County,Specialty,1
TX,Madison County,Hospitality,4
TX,Madison County,Industrial,4
TX,Madison County,Multi-Family,4
TX,Madison County,Office,9
TX,Madison County,Retail,39
TX,Madison County,Specialty,7
TX,Marion County,Hospitality,14
TX,Marion County,Industrial,3
TX,Marion County,Multi-Family,2
TX,Marion County,Office,10
TX,Marion County,Retail,59
TX,Marion County,Specialty,34
TX,Marion County,Sports & Entertainment,1
TX,Martin County,Flex,4
TX,Martin County,Health Care,1
TX,Martin County,Hospitality,1
TX,Martin County,Industrial,8
TX,Martin County,Office,3
TX,Martin County,Retail,4
TX,Mason County,Hospitality,1
TX,Mason County,Industrial,5
TX,Mason County,Multi-Family,1
TX,Mason County,Office,1
TX,Mason County,Retail,11
TX,Mason County,Specialty,1
TX,Matagorda County,Flex,3
TX,Matagorda County,Hospitality,16
TX,Matagorda County,Industrial,33
TX,Matagorda County,Multi-Family,35
TX,Matagorda County,Office,39
TX,Matagorda County,Retail,163
TX,Matagorda County,Specialty,31
TX,Matagorda County,Sports & Entertainment,1
TX,Maverick County,Flex,2
TX,Maverick County,Health Care,3
TX,Maverick County,Hospitality,8
TX,Maverick County,Industrial,17
TX,Maverick County,Multi-Family,11
TX,Maverick County,Office,26
TX,Maverick County,Retail,137
TX,Maverick County,Specialty,6
TX,McCulloch County,Health Care,1
TX,McCulloch County,Hospitality,4
TX,McCulloch County,Industrial,7
